Summary,Text
Yo diría solo &#39;eh&#39;,"Compré esto inmediatamente después de descubrir que ya no podía tener gluten. Por todo lo que estaba leyendo, parecía desalentador mezclar diferentes harinas para hacer cualquier cosa. <br /><br /> ¡Las cajas son PEQUEÑAS! Si bien esta mezcla está bien para hacer panqueques, las galletas están bien, y usarlo como una capa de alitas de pollo es &#39;eh&#39;, me alegro de haberlo comprado cuando me diagnosticaron por primera vez. Me ayudó a facilitar mi transición a cocinar y hornear sin gluten. <br /><br /> Ahora que sé lo que estoy haciendo, no volveré a comprar. Es mucho más barato hacer mis propias mezclas de harina en casa y usarlas para hacer panqueques, galletas y romper los dedos de pollo. Y mi propia mezcla sabe mucho mejor. Pero, si eres nuevo en el consumo de gluten, sin duda retíralo, ¡te ayudará con la transición!"
¡¡¡Excelente!!!,"El mejor producto para hornear de su clase --- He probado casi TODOS los productos para hornear sin gluten y Bisquick Gluten Free es, de lejos, el MEJOR. Un poco caro pero vale la pena el dinero!"
Bisquick sin gluten,"Para aquellos con alergias al gluten, esto es genial. Los shortcakes, bizcochos y panqueques tienen el mismo sabor que el Bisquick normal. Mi único problema es que viene en un tamaño tan pequeño. Me encantaría que lo empaqueten en tamaños más grandes."
¡Funciona para mi!,Esta es una alternativa saludable a Bisquick regular y funciona muy bien en cualquier receta de mezcla de galletas. Seguramente lo compraré de nuevo.
Bisquick BUENO,Estuvo en dieta GF durante aproximadamente 6 meses. Usé este nuevo producto de esta antigua empresa de calidad con excelentes resultados. Todavía lo uso para la variedad. <br /> Una caja recorre un largo camino. Un poco caro pero vale la pena.
Pasta de papel tapiz,"Leí muchas buenas críticas y me encantó la idea de la conveniencia de esta mezcla para panqueques y waffles. Así que preparé unos panqueques, estilo desayuno para la cena. Me acaban de diagnosticar la enfermedad celíaca y, por lo tanto, soy nuevo en GF, por lo que tal vez debería dejar pasar un poco más de tiempo solo con una dieta de alimentos naturalmente libres de gluten antes de comenzar a probar alimentos sustitutos para los alimentos de trigo que solía amar, pero lo juro Lloré un poco cuando comí estos panqueques. Porque pensé que apestaban, francamente. Son completamente suaves y no tienen sabor en absoluto, y la textura recuerda a la pasta de papel tapiz. (¡No sé si no tiene gluten, pero si es así, probablemente sea más barato ponerle un poco de jarabe y comerlo!) Después de dejar que la masa repose 10 minutos para espesarse un poco, fue más como pasta de jardín de infantes, pero aún así totalmente sin sabor Mi hija de 2 años los engulló, así que eso es algo. Luego lloré un poco más pensando en el hecho de que supongo que nunca llegaré a enseñarle cómo hacer un panqueque de trigo esponjoso y delicioso, pero eso es otra cosa. <br /><br /> Le doy 2 estrellas solo porque es útil para empanar pollo al horno, pero podría hacerlo de manera más económica con otra harina GF."
buen producto,Este es un gran producto. Perfecto para el celíaco que busca una mezcla de galletas o una mezcla de panqueques que realmente sepa bien. También excelente cobertura para pastel de pollo.
La mejor mezcla de panqueques - ¡¡LEJOS !!,"¡Este producto es MÁS INCREÍBLE! He estado cocinando panqueques de diversas maneras durante cuatro décadas. Y, para uso doméstico, ningún otro producto se acerca a esta Mezcla Sin Gluten Bisquick. Es superior no solo a todos los productos sin gluten en la materia; TAMBIÉN es superior a cualquier otra mezcla (sin gluten o no) en el mercado. Amigos y familiares están constantemente asombrados y sorprendidos cuando les sirvo el desayuno. Por lo tanto, para todos y para todos, no cometan el error de asociar este producto Bisquick con otros productos sin gluten que dan como resultado alimentos que saben a cartón. <br /> Último pensamiento: Gracias a Amazon por ponerlo a disposición como una compra de suscripción, ya que no puedo encontrarlo en ningún supermercado del sur de Florida."
Hace excelentes panqueques!,"¡Estas cosas son excelentes panqueques y tartas que realmente se me permite comer! <br /> Mi médico me dice que soy celiaco, esto fue hace tres años. ¡Solo espero poder seguir encontrando este Bisquick!"
Bisquick GF Mix,"El precio es bastante más alto que en las tiendas de comestibles. No está disponible en todas las tiendas, pero lo he encontrado lo suficientemente conveniente para mis propósitos."
Buenos panqueques sin gluten,Estos son realmente buenos. Me gusta hacerlos con un poco de leche extra para que estén delgados. Ni siquiera puedo decir la diferencia entre esto y los panqueques normales. Vale la pena el precio para mi familia.
El mejor de todos!,"Hemos estado usando Pamela&#39;s para hacer panqueques y waffles, pero vi a Bisquick y agarré una caja para probarlo. Hizo los MEJORES gofres que hemos tenido, ¡sin gluten o no! Pamela&#39;s hace que separe la yema de huevo de la clara de huevo y que haga que nuestros gofres del sábado sean tediosos. Agregué dos paquetes de Splenda al bateador de Bisquick y todos (incluido mi hijo súper exigente) volvieron por unos segundos. Estaba un poco preocupado porque la masa parecía un poco arenosa, pero se hornearon muy suaves y esponjosos. Mi marido también hizo pollo frito de la mezcla. Tampoco nos quedaba nada de eso. <br /><br /> ¡Así se hace, Bisquick!"
Textura granulada,"Le doy a estas dos estrellas ya que a mi familia no le importó el sabor, pero la textura era muy granulada y los bizcochos se desmoronaron fácilmente. No era un fanático de los panqueques, creo que realmente no tenían un buen sabor. ¿No desperdiciará mi dinero en un paquete tan pequeño tampoco cuando pueda, sino un paquete más grande de mezcla regular por menos? ¡No es justo para nosotros con alergias en mi opinión!"
Funciona como Bisquick,"Me encanta que sea convencional y que funcione como bisquick. Sin embargo, no todas las recetas funcionan igual que el bisquick normal ... así que desearía que tuvieran más recetas disponibles. Tiene un sabor más &quot;sin gluten&quot; que algunas otras opciones disponibles."
Genial para zapatero!,"1 taza gf Bisquick <br /> 1 taza de leche de soya o almendras <br /> 3/4 taza de azúcar <br /> canela al gusto <br /><br /> Vierte sobre tu fruta favorita y hornea para obtener un delicioso pastelito rápido. <br /><br /> Bisquick sin gluten no es tan esponjoso y desmenuzable como el original, pero definitivamente vale la pena para la multitud de GF."
YUMMY Panqueques sin lácteos sin gluten!,"¡Me encantan estos! Los panqueques eran algo que echaba de menos después de seguir una dieta sin gluten hace 8 años, hasta ahora ... ¡Son fantásticos! :-) Gracias por hacerlos. Me encantan las mamás de Amazon porque las envío mensualmente. ¡gracias!"
Inferior para panqueques,"El Bisquick Gluten Free estaba bien, pero era inferior a los productos Bob&#39;s Red Mill y Hodgson Mill. La masa para panqueques, cuando se hizo de acuerdo con las instrucciones, era acuosa, lo que resultó en panqueques planos."
Justo como el Bisquick que recuerdas,"Me parece que la mezcla de panqueques Bisquick sin gluten es tan fácil de usar como la Bisquick original, y me gusta el sabor muy bien (no muy diferente al Bisquick normal). Es fácil hacer los panqueques, solo agregue leche, aceite, un huevo, mezcle y vierta en la plancha. El tiempo de cocción parece ser el mismo, y la consistencia de los panqueques es como los panqueques normales. Definitivamente recomendaría esta mezcla a cualquiera que necesite productos sin gluten."
Panqueques Gourmet,Pude usar este producto sin gluten y hacer que supiera mejor que cualquier restaurante al llevar el suero de leche a temperatura ambiente y separar los yugos de las claras y agregar polvo de hornear adicional y bicarbonato de sodio a la receta. Me encanta. Servido con jarabe de arce puro lo saca de este mundo.
¡Gracias a Dios por Bisquick sin gluten!,"Mi hijo de 18 años no puede tolerar el gluten, así que he estado en una búsqueda para encontrarle una mezcla de panqueques y galletas que realmente le guste. Probé algunos otros y fueron horribles. Me sentí muy mal por mi hijo y seguí buscando. Gracias a Dios encontré Bisquick. Sabe más a una verdadera mezcla de panqueques y mi hijo realmente lo disfruta. También le he hecho galletas y está encantado de volver a comer &quot;pan&quot;. Recomiendo esta mezcla a cualquiera que simplemente no pueda comer trigo."
Una buena sorpresa,"He estado en dieta GF durante un mes y es difícil encontrar alimentos que sepan bien o incluso cerca de lo que solía comer. Pero cuando mi esposo encontró Bisquick Gluten Free en la tienda, el problema de qué comer para el desayuno nunca surgió. En realidad, mi marido come los panqueques GF, incluso si no necesita una dieta sin gluten. Los panqueques son más ligeros y muy sabrosos. Simplemente siga las instrucciones de la caja."
¡Mmm!,¡Este producto es IMPRESCINDIBLE para los celíacos! ¡Las galletas de ajo y las masas de pizza que puedes hacer son increíbles!
Bisquick Sin Gluten,El producto tiene un sabor similar al de los panqueques de trigo sin gluten. Incluso a otros miembros de la familia que no siguen una dieta sin gluten les gusta.
¡Hace grandes galletas!,Hecho realmente grandes galletas; ¡incluso mi esposo no GF los disfrutó! Mi única queja sería que los paquetes no son muy grandes; Usé 2 tazas para hacer un lote de galletas y no creo que quede ni una taza en el paquete.
Grandes galletas y panqueques,"Después de descubrir que tenía sensibilidad al trigo, busqué alternativas. Decidí probar esta mezcla y hacer algunas galletas. ¡Guau, si estuvieran bien! Como que me recordaban a jalá con un ligero sabor a huevo. Salieron más como rollos de sándwich (en lugar de galletas escamosas) pero no tan grandes. Estoy pensando en hacerlos de gran tamaño la próxima vez para poder cortarlos por la mitad y usarlos para mis almuerzos. Después de comer tortillas de maíz todos los días, me alegro de haber encontrado algo más que pueda tener. También hice un panqueque de horno con la mezcla y eso también fue muy bueno. Lo recomiendo altamente."
¡Increíble!,Intenté esto hoy con una receta de mi libro de cocina Bisquik para una receta de galleta con chispas de chocolate. ¡Salieron geniales! Mi hijo que tiene problemas sensoriales de autismo y alimentos regresó por segundos. Mi hija de 16 años dijo que sabían a galletas regulares. La receta fue fácil pero tomó toda mi caja de mezcla. Se quedaron hinchados ya que me gustan mis galletas de esa manera de todos modos. Experimenté con una bandeja y la refrigeré. No importó más que tomar otros dos minutos de cocción. Comprará definitivamente esta mezcla otra vez.
¡No puedo distinguir la diferencia de los panqueques y waffles normales!,"Nada arenoso y de segunda clase aquí! ¡Son igual de buenos y la única mezcla de panqueques que usamos para toda la familia, sin gluten o no! ¡Son tan buenos!"
Muy buenas críticas !!,Nunca antes había hecho productos sin gluten y recibí excelentes críticas de los clientes por mi pastel de café sin gluten.
Yumminess práctico,"Por lo tanto, ser libre de gluten es difícil, especialmente en un dormitorio. Pero me he vuelto muy bueno haciendo panqueques sin gluten en una sartén eléctrica. ¡Son súper deliciosos! También hago estas deliciosas galletas de ajo con queso. ¡Esto es enviado del cielo! Hace comida que recuerda a la &quot;comida normal&quot;"
Bisquick sin gluten,"¡ME ENCANTA este producto! ¡Después de diez años de prescindir, los panqueques y waffles de este producto son fantásticos! Yo también deseo que esté empaquetado en una caja más grande, pero como está, no me importa dedicar más espacio en los estantes a varias cajas."
¡Asombroso!,"¡Llevamos 5 años viviendo sin gluten, y esta mezcla es la mejor que he encontrado! Hace excelentes gofres."
HACE GRANDES PANCAKES,"ES DIFÍCIL ENCONTRAR PRODUCTOS SIMILARES PARA NUESTRO NIÑO SIN GLUTEN, POR LO QUE LE ENCANTÓ ANTES DE DIAGNOSTICARSE CON ENFERMEDAD CELIACA. Esta es una mezcla que ama a los panqueques. AÚN HIZO GALLETAS DULCES DE PATATA AYER CON ÉL. LO HEMOS ENCONTRADO A LA VENTA POR $ 1.79 POR CAJA EN NUESTRA TIENDA LOCAL DE COMESTIBLES (MENOS DE AMAZONAS POCAS VECES,) POR LO QUE NOS ACUMULAMOS CUANDO ESTÁ EN VENTA. SERÁ AGRADABLE CUANDO LOS ALIMENTOS SIN GLUTEN SE PRECIOS MÁS CERCA DE LAS MEZCLAS DE TRIGO. Yo recomendaría esto para usted. Intentaremos muchas más recetas utilizando este producto en el futuro. <a href=""http://www.amazon.com/gp/product/B004391DK0"">Bisquick Pancake and Baking Mix, sin gluten, cajas de 16 onzas (paquete de 3)</a>"
